cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,power_consumption,uptime,status,status_label,cpu_level,memory_level,latency_level,temperature_level,cpu_utilization_norm,memory_usage_norm,network_latency_norm,temperature_norm,power_consumption_norm,system_pressure_score,pressure_level
25.172215514436235,39.93909398388023,16.669087163396085,144.04465203852567,966,3864,1972,0.0380177581865889,79.8605836225718,149.81306251758895,574.1843689604942,0,Normal,Low,Low,High,Critical,0.21238991037301408,0.3325763181688631,0.7189672257034749,0.7671412458118786,0.39920048658807367,0.4860550373290609,Medium
22.27337188467456,55.28884750763888,17.75730445911126,75.49602626446082,938,3752,522,0.0675897373330269,81.1283291971542,108.42689212462344,372.2248074455547,0,Normal,Low,Medium,Medium,Critical,0.18186679428178673,0.5031688691317785,0.37442729212480613,0.7866493584425581,0.23360462226569298,0.41594338724932445,Medium
22.42342843607621,11.26716969546016,45.079675606642695,164.19150020495815,316,1580,1452,0.1673104863878884,58.66982076839136,193.66288031886145,542.0382268251428,0,Normal,Low,Low,High,Warning,0.18344680138933064,0.013925162122192528,0.8202295581091004,0.4410570560677792,0.5746539873646245,0.4066625130106054,Medium
33.90301308115608,10.62618285729621,37.34883255405924,6.147549263358616,355,1775,1031,0.1590273895788805,42.58448722832346,273.3797519583435,246.95090744455567,0,Normal,Low,Low,Low,Normal,0.3043200665780607,0.006801426898249593,0.02586713661572862,0.193535388713464,0.8936200606899318,0.28482881589908693,Low
54.8518610050626,31.61139584063679,48.63696544116501,21.44643619734479,904,1808,1645,0.1344151749432371,70.94180325127762,99.31808814164526,46.89293794945079,0,Normal,Medium,Low,Low,Critical,0.5248990969866224,0.24002478190437967,0.10276258752435147,0.6298987458182879,0.1971581413716599,0.3389486707210603,Medium
46.034776771001,19.072647742517677,30.354504006426787,132.61337353869686,55,275,1984,0.0724248311594598,85.47453836188431,219.07617379482824,327.52139484622563,0,Normal,Medium,Low,High,Critical,0.4320603929946728,0.10067290106611546,0.6615111951765958,0.8535289749854713,0.6763385901793448,0.54482241088044,Medium
32.66676831881398,33.41902311421782,12.84397287247458,58.95846647874143,159,795,999,0.0323776144972187,64.41797545631172,73.27347697219739,161.52033563679734,0,Normal,Low,Low,Medium,Warning,0.2913031373409214,0.2601142085725689,0.2913060087178266,0.5295098586795779,0.09294748702519928,0.29303614006721884,Low
63.12602499862605,25.933896507555765,17.0550964661605,190.32585746169508,192,960,184,0.1968738435114728,59.96941594488958,186.44914525565088,734.5341269300156,0,Normal,Medium,Low,High,Warning,0.612021170609529,0.17692675933213328,0.9515863812646144,0.4610552714713441,0.5457901258030806,0.5494759416961402,Medium
18.25191676194397,12.566802235478342,16.671960241306387,87.77606180636865,956,1912,968,0.0577710184069599,93.6495528960846,219.0187117025729,730.6550614460876,0,Normal,Low,Low,Medium,Critical,0.13952324035340247,0.028368887877980815,0.436149355582326,0.9793263806227606,0.6761086707462963,0.4518953070365533,Medium
32.75374161084572,91.83737317654445,16.998222055499326,86.44359925744622,716,2864,101,0.1704809325677666,64.93266146092691,217.72369797061296,73.65124367314891,0,Normal,Low,High,Medium,Warning,0.29221891488140894,0.9093582074909698,0.42945211617135753,0.5374298646719275,0.6709270142601551,0.5678772234951638,Medium
39.80437511290072,10.740081825000235,33.97524448247897,135.9378225279953,256,1280,306,0.1800515613990476,32.2240669836259,234.56124455747167,397.3354343336789,0,Normal,Low,Low,High,Normal,0.36645793305073826,0.008067265820196965,0.6782205809742601,0.03410888462071046,0.7382980237941308,0.3650305376520073,Medium
48.32664850061841,76.24739299033769,27.009588476430395,153.7461438989317,478,1912,511,0.0937709364336855,62.63324954344588,154.34344990199867,93.76961680629454,0,Normal,Medium,Medium,High,Warning,0.4561924524652506,0.7360958495443203,0.7677289816607029,0.5020464347709219,0.41732763890763336,0.5758782714697659,Medium
79.59171633233629,23.69330982275649,19.88578472624557,95.63618888690216,215,430,700,0.1716578239027228,58.94263928625962,240.0065312401639,715.1252339170937,0,Normal,High,Low,Medium,Warning,0.7853952025653241,0.15202555179014698,0.4756560215682038,0.44525519683120657,0.7600859047732521,0.5236835755056267,Medium
23.96900930504417,92.100665979964,8.305398667707113,43.5861794406331,309,618,220,0.0630170280933701,48.98676003389509,168.22361327081404,19.32882764600577,0,Normal,Low,High,Low,Normal,0.19972085763974232,0.9122843646384445,0.21404163331635884,0.29205378348251576,0.4728654581397677,0.41819321944336585,Medium
53.8522716492931,90.35163456308972,2.0848189841651497,154.8884199023987,734,3670,1580,0.1790831141956234,50.62797428761292,130.72971749273307,438.584334112858,0,Normal,Medium,High,High,Warning,0.5143740097979022,0.8928461547247125,0.7734703031521095,0.3173088450299801,0.32284350589748184,0.5641685637204372,Medium
61.27938404189403,68.85110317323316,11.722899201796936,64.74990369985188,443,886,1665,0.1308336000175232,90.50365074148397,130.488786707349,153.270809118999,0,Normal,Medium,Medium,Medium,Critical,0.5925771289501378,0.6538957057043602,0.3204150006626567,0.9309171297545318,0.3218794847940862,0.5639368899731545,Medium
9.412789208399785,70.50107348205447,6.266098794465382,35.847043089477665,170,340,108,0.046930718253692,38.68380098124564,93.9177882357866,665.2028973165926,0,Normal,Low,Medium,Low,Normal,0.04645243319014173,0.6722329802123337,0.17514309240071885,0.13351149419503722,0.17555026313553454,0.24057805262675322,Low
62.716760930636646,10.480522777271968,39.48680651175973,126.69639779507764,999,3996,1764,0.1594439427458344,79.66241420091049,230.1441128544979,214.74534939691455,0,Normal,Medium,Low,High,Critical,0.6077118610176088,0.005182604512187393,0.6317712199885817,0.7640918079157938,0.7206240342649122,0.5458763055398168,Medium
21.199791750292697,98.63844095022418,6.512399932880384,19.00027973107973,462,1386,411,0.1836015429660006,88.657282040833,89.40683552273872,407.2607394214738,0,Normal,Low,High,Low,Critical,0.1705626277725821,0.9849432322920458,0.09046768624962939,0.9025051445011617,0.15750087353650266,0.4611959128703843,Medium
11.179901333601554,89.0049343218233,36.48718362803497,194.2991823421249,189,756,923,0.1183816563675963,46.866473846546285,209.0531968230856,6.063106229190268,0,Normal,Low,High,High,Normal,0.06505908309356669,0.8778793326722008,0.9715571549297476,0.25942674649546155,0.6362342867620576,0.5620313207906068,Medium
95.14412603906666,90.55956031570828,19.897275799028048,126.84705561801525,217,1085,1327,0.1544708585386524,34.34294994090244,216.34033467531464,988.9263411545126,0,Normal,High,High,High,Normal,0.9491529168839437,0.8951569790969204,0.6325284581639918,0.06671432865501037,0.6653918502577443,0.6417889066115221,Medium
96.73504314208314,69.33200833457848,4.595541097445023,197.1932086634294,133,266,928,0.1610115044556187,49.96450282500756,121.65872831511784,754.3398355594459,0,Normal,High,Medium,High,Normal,0.9659043369772321,0.6592403412464325,0.9861031450974224,0.30709932327794354,0.28654833099090304,0.6409790955179867,Medium
81.79774807106381,41.03082357890828,40.823772422147705,68.43979127224857,470,2350,1936,0.1596068328868307,58.13728529168444,172.15733431378396,165.2395557607832,0,Normal,High,Low,Medium,Warning,0.8086234174889584,0.34470947302957666,0.3389611582952916,0.43286238178319075,0.4886052071894759,0.4827523275572987,Medium
33.93830807147022,90.42837841814328,29.40189794159405,194.2698270768892,755,3020,599,0.096340068756996,91.84257808833593,217.7306945582752,444.3077884990089,0,Normal,Low,High,High,Critical,0.3046917020383997,0.8936990628827525,0.9714096091398752,0.951520589952205,0.6709550092635641,0.7584551946553593,High
14.278850830606467,36.23652353360731,12.55231413031508,29.96688729799609,837,1674,1008,0.1505890965905365,57.959151357194,50.04378732165125,498.7484443981761,0,Normal,Low,Low,Low,Warning,0.09768919611063484,0.29142706210723873,0.14558818210234495,0.43012125065478574,0.0,0.19296513819500083,Low
70.0021375186549,60.64403890079826,44.83937754230073,9.098259697058662,317,1585,749,0.1142208030224988,35.98369528785689,118.68497851037378,226.74978615065172,0,Normal,High,Medium,Low,Normal,0.6844225856256393,0.562684858052362,0.040698033156057814,0.0919621746490254,0.2746496541015138,0.33088346111691963,Medium
46.81448690526212,18.975787510949417,3.2176573796570214,7.56382803046591,87,435,244,0.0887853404680193,39.54776395509022,144.9094776903836,85.87418156317335,0,Normal,Medium,Low,Low,Normal,0.4402702814830406,0.09959642554066075,0.032985654118272714,0.14680618623768044,0.37958008295978335,0.21984772606788755,Low
16.593632310253987,92.97600671194752,10.889160801690382,93.5092037492462,975,3900,500,0.0415043980876632,52.92763254112299,282.71326229346084,569.899203509966,0,Normal,Low,High,Medium,Warning,0.12206248175588819,0.9220126386592411,0.464965343093245,0.3526960655582975,0.9309656448894387,0.5585404347912222,Medium
52.04180646057067,22.6693411994092,37.85029946248719,17.51783529824036,352,1760,1026,0.1827172470702896,41.972208671779406,166.0591961018186,835.2802995049178,0,Normal,Medium,Low,Low,Normal,0.49531087766923204,0.14064547201932698,0.0830166060761478,0.18411362516572238,0.46420511270430503,0.2734583387269468,Low
8.266909505945748,30.240712515736654,35.759518585184566,102.92140894935274,387,774,785,0.088833155122085,33.93687031391414,176.74576511940734,572.2406568079923,0,Normal,Low,Low,High,Normal,0.0343869948113696,0.22479141906274705,0.5122730829327276,0.06046556134779926,0.5069646049768535,0.2677763326262994,Low
91.38543819748428,60.23207423153935,15.174312992499424,66.1726001982712,803,4015,1684,0.0555174466443344,41.39189099231106,216.03077915528175,631.140321180569,0,Normal,High,Medium,Medium,Normal,0.9095761476641647,0.5581064064357485,0.3275657750440951,0.17518367669686488,0.6641532453467588,0.5269170502375264,Medium
29.584098252001606,78.76837001916834,4.039218892286373,67.790169502349,379,758,854,0.0560361936443751,36.85690120864975,162.87200278788873,591.1673872057673,0,Normal,Low,Medium,Medium,Normal,0.25884443713569466,0.7641132311655612,0.335696021482919,0.10539909747813057,0.45145239781014224,0.3831010370144895,Medium
67.9396170136283,65.74161753426691,43.045825539022246,127.4861903124888,248,1240,1725,0.0559967699445513,43.17538910350877,158.09614239469963,456.99302900466586,0,Normal,Medium,Medium,High,Normal,0.6627054594691518,0.6193378161256934,0.6357408847107696,0.20262820715110033,0.43234304987618605,0.5105510834665803,Medium
34.61255222849404,30.892052152014056,16.371184265425228,33.456503224172415,859,3436,582,0.0104699732720562,94.76953032269805,293.59464725585326,148.14932921254928,0,Normal,Low,Low,Low,Critical,0.31179109590269094,0.2320302121758636,0.16312773195973607,0.9965606318954504,0.9745046418723101,0.5356028627612102,Medium
54.406462011892025,10.08487382747413,10.589957331484996,153.54412069760647,54,108,199,0.0932616384022752,58.95155627808157,253.08023940824023,203.16524720126085,0,Normal,Medium,Low,High,Warning,0.5202093079149093,0.0007854809018739164,0.7667135701979646,0.4453924118089411,0.8123969058500551,0.5090995353347487,Medium
56.937476537611566,78.14355222766953,26.28702929568788,116.82415303594831,481,2405,1326,0.179230641544484,72.80896532219373,225.4405914771021,328.4298976360944,0,Normal,Medium,Medium,High,Critical,0.5468594001806558,0.7571691938705116,0.5821512237425054,0.6586307001705345,0.7018041318566177,0.6493229299641651,Medium
22.561173274925068,98.66865933199844,45.60113276483992,183.07398114065467,420,1260,1331,0.0147778194908167,40.74332445380192,170.1344149752348,294.81783030566413,0,Normal,Low,High,High,Normal,0.18489717341491543,0.985279070312172,0.9151369126172457,0.16520351243094428,0.4805110280677844,0.5462055393686124,Medium
97.11053963763308,82.89218082754813,3.133782314325392,73.60329009973715,944,1888,704,0.1917535206168424,85.20396070187476,136.57752772441603,522.0735398512801,0,Normal,High,High,Medium,Critical,0.9698580939194312,0.8099440260640637,0.36491399867636815,0.8493653166200689,0.3462419788780453,0.6680646828315955,High
78.63761821930588,51.41859563409538,38.524400313513496,196.560283421358,916,1832,848,0.0440333749130418,47.34889844949201,197.97546240430168,421.3920736690577,0,Normal,High,Medium,High,Normal,0.7753491113696971,0.4601560520885041,0.9829219285755583,0.26685031292611233,0.5919096491260005,0.6154374108171744,Medium
94.25239944859796,91.3390535259196,29.051188168996735,115.5897016960906,152,304,885,0.1465861208840634,93.8618832252989,161.55291179717022,637.2467593185094,1,Incident,High,High,High,Critical,0.9397635610859738,0.9038200325448079,0.5759466094582962,0.9825937270527303,0.44617440251234525,0.7696596665308307,High
90.00859829062664,46.886290580651504,21.84700671103903,194.7069892813192,484,1452,366,0.1592123941999651,84.38600891266637,166.64743855570214,840.4911854321581,0,Normal,High,Low,High,Critical,0.8950788343615133,0.4097853748256826,0.9736068791095733,0.8367786462736949,0.4665588100060133,0.7163617089152955,High
61.80049798705309,57.24406758191208,37.45994176114794,6.38507015537595,957,3828,1836,0.1496719434880581,91.80664393242398,105.40070779432833,50.06194918985471,0,Normal,Medium,Medium,Low,Critical,0.5980641518725005,0.5248985978631159,0.02706096700160575,0.9509676339215365,0.22149614242772178,0.46449749861729606,Medium
92.5780523271961,52.941679065611496,48.32539679763998,145.8672881600652,699,3495,605,0.0744433651794107,73.43963181651111,247.81854119381444,462.9435454345067,0,Normal,High,Medium,High,Critical,0.9221336720368143,0.47708314394763524,0.7281281814653467,0.6683354179389968,0.791343605789959,0.7174048042357504,High
13.406787694932351,50.28614853989725,12.23110434697186,163.50768333425452,854,2562,349,0.143724340130284,72.7759662802027,247.76915646871709,216.4309951114494,0,Normal,Low,Medium,High,Critical,0.0885068849104791,0.44757037516992804,0.8167925494666698,0.6581229097741234,0.7911460058149149,0.560427745027223,Medium
23.618371929818792,79.76716923645152,8.038720888533861,11.581484048621029,430,2150,538,0.0998651018482913,84.67131353961159,125.23071713487924,910.3155130350106,0,Normal,Low,Medium,Low,Critical,0.19602885259329994,0.7752135857160346,0.0531792454850719,0.8411689237142884,0.3008407037893973,0.43328626225961847,Medium
9.296592446501116,57.40920165425428,45.73120551591216,116.21496313923288,115,345,1731,0.0389174570871372,76.49854683792819,122.28031841265371,544.905921633807,0,Normal,Low,Medium,High,Critical,0.04522894972368467,0.5267338483515455,0.5790893061011084,0.7154061078013046,0.2890354601086332,0.43109873441725527,Medium
35.90638142251011,38.50454098226945,33.77870079540788,160.5865164243002,628,1884,1861,0.0481766571545288,69.4022682205688,119.51265264807849,884.3026663422097,0,Normal,Low,Low,High,Warning,0.32541435528988955,0.3166331269210362,0.8021101449434174,0.6062083276617605,0.27796137424641004,0.4656654658125028,Medium
41.9243425205008,33.23423508926305,22.46131505653633,112.64670631939148,319,1595,486,0.0149456092417574,53.2874739663429,90.66191579574756,670.6576984829466,0,Normal,Medium,Low,High,Warning,0.3887799412568571,0.2580605299571018,0.5611544904309608,0.3582333178217784,0.1625227468006739,0.34575020525347444,Medium
30.778158018520116,13.397258527069004,29.089718942949872,13.69890449068786,96,480,1585,0.0730743698721266,44.48634610523205,264.55537111582635,136.12965398955845,0,Normal,Low,Low,Low,Normal,0.27141718321248276,0.0375983297075434,0.06382184977114994,0.2228012587131378,0.8583116241070955,0.29079004910228184,Low
83.73006336943328,62.48756456947414,37.53508135363596,138.99600093876398,965,4825,595,0.148318004071267,80.84589114901817,116.39550556892554,846.9328091897185,0,Normal,High,Medium,High,Critical,0.8289695595062272,0.5831732487029516,0.6935916343632926,0.7823031920155589,0.2654889309183351,0.6307053131012731,Medium
38.89156603589098,30.69652738609308,38.87856303658014,13.058786019988418,414,1656,715,0.1941191740874361,55.09324250533975,224.66392092769445,318.1292332966182,0,Normal,Low,Low,Low,Warning,0.3568465910864306,0.22985720864565973,0.060604478556383616,0.3860205463871725,0.6986964891416311,0.3464050627634555,Medium
31.688778420301173,23.33205298147448,46.07481486012927,163.67631010827125,930,1860,1084,0.0353760571395277,33.978318034288485,74.91532304975408,743.8130788979789,0,Normal,Low,Low,High,Normal,0.2810054797156951,0.14801065174554923,0.8176401034017523,0.061103360298597365,0.09951690182525828,0.2814552993973704,Low
56.5561279000336,68.84469674449099,21.91529665588551,9.563802478032184,229,687,755,0.0771233654745639,61.17543500245975,233.84543036735445,508.9578978280593,0,Normal,Medium,Medium,Low,Warning,0.5428440236296341,0.6538245065792408,0.04303794992351156,0.4796135343290745,0.7354338817780617,0.49095077924790453,Medium
18.387801372602453,71.3088332039394,15.377134590950355,28.34207882106379,117,234,236,0.0444847189390488,72.73825832994544,86.82654927893046,730.4684541355531,0,Normal,Low,Medium,Low,Critical,0.1409540252717601,0.6812101791822168,0.1374215500451912,0.6575426585348848,0.14717653749174495,0.35286099010515953,Medium
81.20871317163378,77.69394030318993,32.34354907270225,55.74641051413043,164,820,679,0.1545685625785877,31.49750032525581,89.70204551365927,528.0319369041607,0,Normal,High,Medium,Medium,Normal,0.8024212269214853,0.7521723419652611,0.275161534102892,0.02292845181987099,0.15868207858975883,0.40227312667985354,Medium
12.082311149578228,55.32192067047323,21.37066706469699,127.0395936598992,75,375,272,0.1847209214745513,75.83286994118683,257.8828846152144,928.022716909253,0,Normal,Low,Medium,High,Critical,0.0745609269640426,0.5035364343312843,0.6334961952033996,0.7051626487527103,0.8316134261642372,0.5496739262831347,Medium
98.75425897704916,90.4649144683498,30.13532424349992,195.2954608266299,608,1824,101,0.0316602657762958,44.60439615054794,122.72983267077576,510.6141163179236,0,Normal,High,High,High,Normal,0.9871654904631065,0.8941051135725693,0.9765646619220624,0.22461781688242013,0.2908340730605483,0.6746574311801414,High
78.36325308318246,94.2708478058405,21.57930412434156,24.44674767136695,256,768,1242,0.1816814436580584,44.453220761718896,93.09655248861736,61.64427893657479,0,Normal,High,High,Low,Normal,0.7724602080789842,0.936403113721718,0.1178427894146426,0.22229152478454772,0.1722643045152114,0.44425238810302076,Medium
23.87798974574638,82.66338458132405,8.49679354723055,29.398826173569766,122,366,956,0.061583659605556,66.58729804159339,184.22318509102016,452.778229039757,0,Normal,Low,High,Low,Warning,0.19876247528807087,0.8074012532935634,0.14273298639465037,0.5628914694494609,0.5368835322741499,0.4497343433399791,Medium
5.524601126742228,67.20341338073685,24.001910831288964,74.40520894349508,308,924,597,0.0523820576079494,51.92412359628365,68.71467566027127,967.4928864728472,0,Normal,Low,Medium,Medium,Warning,0.005512102714048658,0.6355837761699584,0.36894461288699426,0.3372540353005554,0.0747066438557447,0.2844002341854603,Low
82.46883570320925,37.33488582320698,34.85497327511061,167.4076084133087,435,1305,1243,0.0207605356126104,59.28794294049708,227.6055995166551,789.8098209243248,0,Normal,High,Low,High,Warning,0.8156895750053769,0.3036339307435499,0.8363944001606263,0.4505687413733506,0.7104668415050471,0.6233506977575902,Medium
72.15144766552362,98.4650429458199,40.164906575714845,93.978959597412,986,4930,889,0.025288972808215,63.34776569456811,260.3362345150355,631.9131349923016,0,Normal,High,High,Medium,Warning,0.7070535555942816,0.9830161389444283,0.46732643563007703,0.5130414339505669,0.8414298598494172,0.7023734847937543,High
74.2556809638938,34.67225504727445,25.172987563030794,65.00050945090851,79,237,1500,0.0231527048913084,89.86650614090053,112.10061994006492,152.15029303957823,0,Normal,High,Low,Medium,Critical,0.7292098928971184,0.27404225191720005,0.32167459832560724,0.9211127266633947,0.24830407686868777,0.49886870933440164,Medium
78.27068293516484,28.239122979138795,9.096656620309645,112.6795626095634,470,1880,1064,0.0948183197759641,43.318536927500105,224.4996649909692,183.9745740737901,0,Normal,High,Low,High,Normal,0.7714854989413423,0.20254635405239396,0.5613196331147949,0.20483097080435111,0.6980392622575334,0.4876443438340831,Medium
12.034241914738583,49.79387024079245,21.31969777282215,52.84411629170425,52,104,248,0.1351423387598264,60.17996327161481,63.44803844904813,722.6289688809788,0,Normal,Low,Low,Medium,Warning,0.07405478623248904,0.4420993419902755,0.260573987710404,0.46429518099751,0.0536335817003454,0.2589313757262048,Low
39.0542442117059,15.115651364114962,39.528402513243215,80.83082154225667,570,1140,941,0.0450399405284716,81.08915962240381,169.5057695624574,730.9301954752463,0,Normal,Low,Low,Medium,Critical,0.3585594964652958,0.05669603164616643,0.40124110480028935,0.7860466156752026,0.4779956689636991,0.41610778351013067,Medium
16.00756065488732,98.06450182046116,21.23010426023657,67.18842469717633,569,2276,954,0.0513513818723878,43.33586868670516,287.9870088752414,373.9774364451912,0,Normal,Low,High,Medium,Normal,0.1158914924031423,0.9785646451641051,0.3326715244508583,0.20509767251283187,0.9520671533193075,0.516858497570049,Medium
86.99482545818138,62.95902007747824,35.130008886606895,161.02406346051453,570,1710,318,0.0428504032224361,35.35480971658127,184.51553761024405,994.5227135779196,0,Normal,High,Medium,High,Normal,0.8633455814558102,0.5884128636356247,0.8043093491592933,0.08228486178576011,0.5380533039067514,0.5752811919886479,Medium
64.21332204861801,60.12568824977577,25.8534704022264,184.92688956116217,937,4685,282,0.1632460895029915,31.1546928711212,152.6955772390087,691.7700988067554,0,Normal,Medium,Medium,High,Normal,0.6234697681612644,0.5569240645833108,0.924450023375048,0.01765331889101232,0.41073411031269413,0.5066462570646659,Medium
36.43531236100167,69.02166519097479,12.819933130360438,152.15486623922547,450,2250,615,0.0360641792251204,36.74264491374383,51.465388039973206,894.5977106055947,0,Normal,Low,Medium,High,Normal,0.3309836865480737,0.6557912807478871,0.7597308826034372,0.10364091767101663,0.005688160983163946,0.3711669857107157,Medium
11.038043277172246,54.7321282999486,40.01137489313064,88.37763162996671,713,2852,669,0.0239469717595763,47.848385018157785,113.98116310494063,47.26854299471715,0,Normal,Low,Medium,Medium,Normal,0.06356540130941897,0.4969816590464219,0.43917297311987596,0.2745364294737905,0.25582857521744223,0.3060170076333899,Low
34.54332056298791,12.885716538508742,5.1264592494636645,101.36266052183608,703,2812,297,0.0169761841997173,56.601668937936495,157.1210367266755,623.9527848465522,0,Normal,Low,Low,High,Warning,0.3110621272402431,0.03191320566838103,0.5044384826965017,0.4092322643629062,0.4284414212797515,0.3370175002495567,Medium
35.89241559254097,65.10801599563571,26.71962385500238,25.8896650919577,999,3996,1497,0.017628566661338,68.59530415244444,144.35660454844898,749.783056342366,0,Normal,Low,Medium,Low,Warning,0.32526730332576087,0.6122961589028706,0.1250951984401483,0.5937907367464329,0.3773679066475036,0.4067634608125433,Medium
74.31258694211608,74.45564892607875,11.23566067792684,149.626077515773,897,1794,1566,0.1138678361214602,43.0058831887942,159.73946252095908,797.5496255067002,0,Normal,High,Medium,High,Normal,0.7298090793319199,0.7161829440946341,0.747020654076253,0.20001984428861713,0.438918362694029,0.5663901768970907,Medium
65.56795977874525,47.50741545616479,4.286215798527407,119.69866019961376,323,1292,1149,0.027857194292088,47.53022221867553,55.91216688044477,672.7305632095023,0,Normal,Medium,Low,High,Normal,0.6377333056193473,0.4166883701614924,0.5965991064835101,0.2696405293408032,0.023480775727327974,0.3888284174664962,Medium
89.28521054475102,78.15660148640737,25.643762917079197,180.58555923134983,521,2605,557,0.0522610551268472,75.44022857397141,182.81062429931285,606.3197818792097,0,Normal,High,Medium,High,Critical,0.8874619874506822,0.7573142194132878,0.9026295762605193,0.6991206698504171,0.5312315421772252,0.7555515990304263,High
49.86041789038519,30.430116940457854,25.47854564081125,40.921617571455485,984,2952,212,0.1682086037613228,89.08551631859643,112.83656152195417,746.3784740745742,0,Normal,Medium,Low,Low,Critical,0.47234214079627357,0.22689640295886251,0.20064898015875096,0.9090948283386925,0.2512487533436207,0.41204622111924005,Medium
16.36145336413866,29.91489319595656,35.638144182110324,152.18549826458982,421,2105,808,0.1939404994845971,38.80845860316315,150.1501647655898,39.49174600049231,0,Normal,Low,Low,High,Normal,0.11961777419958597,0.22117036098984336,0.7598848456605406,0.1354297299809839,0.4005493124782848,0.32733040466184776,Low
72.75825478618452,24.52752889188165,37.49278395954334,137.24966068211876,480,1920,1352,0.1735630031322898,60.71348290507672,271.6040888652244,751.5852639468037,0,Normal,High,Low,High,Warning,0.7134428771840216,0.1612968119992244,0.6848141578021513,0.47250499952019115,0.8865152123345889,0.5837148117680354,Medium
